,TEAM,CONF,Power Conference,G,W,ADJEM,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOM,TOR,RBM,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,SEED,POSTSEASON,Year
2364,Central Arkansas,Slnd,0,34,18,-5.599999999999994,104.2,109.8,0.3542,51.7,50.9,0.6999999999999993,18.3,-5.900000000000002,19.0,27.2,33.1,36.1,37.9,50.7,49.4,35.6,36.0,73.9,-10.6,,,2018
2365,Lehigh,Pat,0,29,16,-5.799999999999997,105.2,111.0,0.3511,52.9,52.4,-1.3999999999999986,17.4,-1.5,16.0,25.3,26.8,25.8,30.7,47.7,53.1,40.6,34.3,71.9,-9.7,,,2018
2366,Manhattan,MAAC,0,31,14,-5.5,98.5,104.0,0.3501,51.6,50.1,-1.1999999999999993,22.7,-1.1000000000000014,21.5,31.0,32.1,37.6,41.0,46.8,49.1,40.0,34.5,67.1,-12.3,,,2018
2367,Niagara,MAAC,0,33,19,-6.1000000000000085,107.8,113.9,0.3486,50.8,52.6,0.5,15.0,-0.10000000000000142,15.5,30.9,31.0,38.0,29.5,49.2,50.2,35.8,38.0,74.7,-8.2,,,2018
2368,James Madison,CAA,0,31,10,-5.700000000000003,100.7,106.4,0.3462,48.0,52.8,2.0,16.5,0.6999999999999993,18.5,28.9,28.2,34.1,42.0,46.7,50.9,33.5,37.2,69.1,-16.5,,,2018
2369,St. Francis PA,NEC,0,29,18,-6.1000000000000085,104.1,110.2,0.3424,52.8,53.6,2.1000000000000014,16.5,-5.400000000000002,18.6,25.7,31.1,33.5,23.4,51.2,53.8,37.0,35.5,69.7,-7.7,,,2018
2370,NJIT,ASun,0,28,14,-5.900000000000006,99.1,105.0,0.341,49.8,53.0,1.8000000000000007,18.5,1.3999999999999986,20.3,30.0,28.6,32.9,33.7,48.1,51.9,35.3,36.9,68.4,-11.5,,,2018
2371,Bowling Green,MAC,0,30,16,-6.0,101.4,107.4,0.3406,47.3,52.3,-0.8000000000000007,17.6,3.1999999999999993,16.8,29.7,26.5,36.6,32.0,45.1,51.2,34.3,36.3,71.5,-10.8,,,2018
2372,Loyola Marymount,WCC,0,30,11,-6.3999999999999915,106.2,112.6,0.3373,49.3,57.5,0.6000000000000014,19.2,3.400000000000002,19.8,34.6,31.2,32.5,42.8,48.2,57.7,34.6,38.1,68.0,-12.3,,,2018
2373,UNC Wilmington,CAA,0,30,11,-6.299999999999997,104.3,110.6,0.3369,48.9,56.6,-1.700000000000001,17.3,8.299999999999997,15.6,33.8,25.5,31.1,36.9,47.4,54.8,34.5,39.6,73.3,-14.9,,,2018
2374,Delaware,CAA,0,31,14,-6.200000000000003,101.8,108.0,0.3351,50.3,52.9,-0.9000000000000004,15.8,-0.1999999999999993,14.9,26.0,26.2,34.4,29.6,50.7,51.2,32.9,37.0,66.9,-13.8,,,2018
2375,Cal St. Bakersfield,WAC,0,27,12,-5.900000000000006,96.6,102.5,0.335,46.5,50.5,-1.5,20.7,2.0,19.2,30.7,28.7,34.7,44.7,47.5,48.5,29.8,35.5,66.8,-11.4,,,2018
2376,California,P12,1,31,8,-6.1000000000000085,97.1,103.2,0.3301,44.5,54.5,-1.1000000000000014,20.8,4.199999999999996,19.7,34.8,30.6,38.1,38.4,45.1,51.6,28.6,39.4,69.9,-13.3,,,2018
2377,UTEP,CUSA,0,30,11,-6.200000000000003,96.8,103.0,0.3286,49.3,50.6,-0.40000000000000213,17.8,-8.0,17.4,19.0,27.0,30.9,36.4,49.0,48.8,33.1,35.3,68.9,-13.7,,,2018
2378,Mount St. Mary's,NEC,0,30,18,-6.700000000000003,102.8,109.5,0.3262,54.1,51.7,4.0,16.2,-14.899999999999999,20.2,20.5,35.4,29.1,27.3,52.3,51.6,37.3,34.6,66.0,-10.1,,,2018
2379,Pepperdine,WCC,0,31,6,-6.900000000000006,105.1,112.0,0.3236,49.5,57.0,-1.6999999999999993,17.2,2.1000000000000014,15.5,28.5,26.4,35.2,33.5,48.8,54.7,34.2,40.1,68.6,-17.9,,,2018
2380,Oral Roberts,Sum,0,28,11,-7.0,104.8,111.8,0.3222,48.9,54.2,-3.6999999999999993,19.0,4.100000000000001,15.3,35.0,30.9,24.3,31.2,47.7,53.9,34.2,36.5,66.7,-12.0,,,2018
2381,Eastern Illinois,OVC,0,29,12,-6.699999999999989,99.4,106.1,0.3191,47.7,52.0,-1.0999999999999979,20.4,0.0,19.3,29.9,29.9,32.2,33.4,44.6,48.5,35.3,38.5,66.8,-13.2,,,2018
2382,Florida Atlantic,CUSA,0,28,12,-6.5,95.5,102.0,0.3187,43.9,49.2,-1.5999999999999979,18.2,1.0,16.6,28.5,27.5,29.0,32.6,42.3,49.1,31.9,32.9,70.2,-12.7,,,2018
2383,North Dakota,BSky,0,30,12,-7.0,102.0,109.0,0.3181,51.8,56.4,2.3000000000000007,17.4,-9.7,19.7,19.8,29.5,35.5,34.1,51.4,56.0,35.1,38.0,72.9,-12.6,,,2018
2384,Cornell,Ivy,0,27,12,-7.400000000000006,104.8,112.2,0.3131,52.5,53.3,-2.8000000000000007,18.5,-5.800000000000001,15.7,24.4,30.2,35.1,28.8,54.0,49.9,33.4,39.3,70.6,-10.9,,,2018
2385,Southern Utah,BSky,0,30,13,-7.3999999999999915,100.7,108.1,0.3062,50.4,54.6,-0.7999999999999972,17.4,-3.299999999999997,16.6,22.6,25.9,35.9,41.6,48.2,53.2,36.1,38.2,72.8,-12.3,,,2018
2386,Charleston Southern,BSth,0,28,15,-7.3999999999999915,99.9,107.3,0.3058,49.0,53.9,2.6000000000000014,19.5,2.099999999999998,22.1,30.2,28.1,31.3,35.1,49.0,49.9,32.6,39.2,67.5,-11.5,,,2018
2387,Gardner Webb,BSth,0,29,14,-7.200000000000003,97.6,104.8,0.305,49.1,50.4,-3.0,20.1,-2.1000000000000014,17.1,25.2,27.3,28.0,37.3,48.1,50.8,34.0,33.2,69.0,-12.1,,,2018
2388,Hampton,MEAC,0,32,19,-7.5,100.1,107.6,0.3037,48.8,48.9,0.0,16.9,-1.0,16.9,28.7,29.7,33.8,35.7,49.1,48.2,32.0,33.3,72.8,-11.1,,,2018
2389,Drexel,CAA,0,32,13,-7.900000000000006,102.3,110.2,0.2981,49.6,52.2,-1.700000000000001,17.3,0.10000000000000142,15.6,30.8,30.7,31.8,30.6,50.2,51.1,32.2,36.3,70.1,-14.5,,,2018
2390,Boston University,Pat,0,30,15,-7.799999999999997,99.3,107.1,0.2953,52.8,52.8,0.0,20.1,-1.3000000000000007,20.1,28.3,29.6,32.8,30.0,51.1,52.2,37.3,35.8,68.7,-11.6,,,2018
2391,Elon,CAA,0,30,14,-8.100000000000009,102.6,110.7,0.2943,52.3,52.5,-2.5,16.7,-7.199999999999999,14.2,21.7,28.9,24.0,23.6,52.5,50.0,34.7,37.1,68.5,-12.0,,,2018
2392,Southeast Missouri St.,OVC,0,29,14,-8.399999999999991,107.2,115.6,0.2943,54.3,55.2,-0.9000000000000021,18.1,-3.1000000000000014,17.2,26.2,29.3,37.7,34.5,50.7,54.1,39.3,37.9,70.2,-12.3,,,2018
2393,LIU Brooklyn,NEC,0,34,18,-8.0,101.9,109.9,0.2937,52.1,50.0,-3.0,19.5,-0.40000000000000213,16.5,29.4,29.8,38.7,31.8,52.3,50.5,34.6,32.8,72.8,-13.2,16.0,R68,2018
2394,Texas Southern,SWAC,0,36,16,-8.300000000000011,104.1,112.4,0.293,50.5,51.2,-1.0,17.2,-4.0,16.2,28.5,32.5,42.9,31.2,48.5,49.4,35.9,36.6,72.6,-10.9,16.0,R64,2018
2395,High Point,BSth,0,27,14,-8.0,98.5,106.5,0.2907,49.3,50.1,1.2999999999999972,19.1,2.0,20.4,30.9,28.9,34.1,40.1,47.6,48.8,35.9,34.8,66.8,-12.4,,,2018
2396,Brown,Ivy,0,26,11,-8.200000000000003,101.0,109.2,0.2899,48.5,54.4,0.9000000000000021,18.4,2.6999999999999993,19.3,29.4,26.7,40.4,40.0,48.6,53.9,32.1,37.0,72.7,-11.6,,,2018
2397,Montana St.,BSky,0,30,13,-8.399999999999991,101.9,110.3,0.2875,47.8,54.9,1.2999999999999972,17.1,1.0,18.4,28.7,27.7,39.0,36.4,46.1,55.9,33.8,35.5,70.8,-13.8,,,2018
2398,Green Bay,Horz,0,30,13,-8.200000000000003,99.8,108.0,0.2863,48.6,50.9,-0.8000000000000007,18.6,-5.299999999999997,17.8,25.6,30.9,32.3,31.4,44.7,51.7,36.2,33.1,73.2,-14.4,,,2018
2399,Portland,WCC,0,29,10,-8.299999999999997,98.9,107.2,0.2856,50.6,52.4,-2.3000000000000007,18.1,-12.2,15.8,19.2,31.4,34.6,33.5,46.5,51.7,38.3,35.7,68.3,-14.4,,,2018
2400,Northern Illinois,MAC,0,30,12,-8.5,102.1,110.6,0.2844,49.5,54.3,0.3999999999999986,17.0,-0.6000000000000014,17.4,28.2,28.8,33.1,33.4,49.8,54.6,32.6,36.0,68.3,-13.0,,,2018
2401,South Florida,Amer,0,32,10,-8.699999999999989,98.9,107.6,0.2749,48.0,51.1,-4.899999999999999,21.4,-1.8000000000000007,16.5,28.8,30.6,33.1,32.6,44.8,52.0,36.1,33.0,65.8,-14.9,,,2018
2402,UMKC,WAC,0,29,10,-9.0,98.3,107.3,0.2674,47.8,52.5,1.8000000000000007,18.2,-12.2,20.0,21.3,33.5,34.4,42.5,45.6,51.7,33.5,36.0,70.7,-14.2,,,2018
2403,New Hampshire,AE,0,29,10,-9.0,98.0,107.0,0.2671,46.3,50.8,-3.6999999999999993,17.4,7.0,13.7,28.4,21.4,30.5,41.5,44.3,50.6,32.6,34.1,66.7,-16.0,,,2018
2404,Arkansas St.,SB,0,30,11,-9.600000000000009,104.1,113.7,0.2646,49.4,56.0,0.1999999999999993,18.6,-1.1000000000000014,18.8,30.2,31.3,33.1,35.3,49.2,55.3,33.2,38.2,70.8,-15.2,,,2018
2405,Army,Pat,0,29,13,-9.200000000000003,99.0,108.2,0.2638,52.3,52.4,0.8999999999999986,18.8,-0.5,19.7,27.1,27.6,24.5,38.1,48.8,51.1,38.1,36.2,71.5,-13.5,,,2018
2406,Robert Morris,NEC,0,33,16,-8.899999999999991,93.2,102.1,0.2596,47.4,50.5,1.4000000000000021,20.9,0.0,22.3,31.2,31.2,34.3,36.2,45.9,51.1,33.2,32.8,70.6,-11.8,,,2018
2407,Rice,CUSA,0,29,7,-9.5,98.9,108.4,0.2585,48.0,52.6,-4.199999999999999,20.7,-0.7999999999999972,16.5,27.6,28.4,35.2,28.5,48.0,51.7,32.1,36.0,68.9,-17.4,,,2018
2408,Holy Cross,Pat,0,31,12,-9.5,97.7,107.2,0.2569,52.6,51.0,0.8999999999999986,19.1,-12.599999999999998,20.0,19.3,31.9,29.7,34.0,55.1,49.4,32.6,35.4,64.0,-15.0,,,2018
2409,Santa Clara,WCC,0,29,11,-9.599999999999994,99.0,108.6,0.2557,48.6,56.6,1.6999999999999993,17.2,-3.400000000000002,18.9,23.7,27.1,30.2,32.4,47.1,55.1,33.8,40.0,65.7,-12.5,,,2018
2410,UMass Lowell,AE,0,29,12,-10.200000000000003,103.5,113.7,0.2528,52.1,55.4,1.6000000000000014,18.7,-6.199999999999999,20.3,26.3,32.5,39.2,33.5,52.4,55.0,34.4,37.5,72.6,-14.1,,,2018
2411,North Florida,ASun,0,30,14,-10.800000000000011,107.1,117.9,0.2496,53.6,54.0,-5.600000000000001,19.3,-10.0,13.7,25.0,35.0,27.7,23.5,51.5,54.3,37.5,35.4,75.1,-10.9,,,2018
2412,Western Illinois,Sum,0,24,12,-9.699999999999989,96.4,106.1,0.2487,49.9,51.2,-4.100000000000001,18.6,-9.2,14.5,18.0,27.2,28.3,29.3,48.6,48.9,34.9,36.6,69.2,-11.0,,,2018
2413,Quinnipiac,MAAC,0,33,12,-10.200000000000003,100.8,111.0,0.2485,50.3,53.6,-3.099999999999998,19.4,-0.6999999999999993,16.3,27.8,28.5,37.0,30.1,49.8,50.2,33.9,39.6,67.7,-16.3,,,2018
2414,Prairie View A&M,SWAC,0,33,16,-10.100000000000009,100.1,110.2,0.2483,48.9,52.7,4.0,18.5,-1.4999999999999964,22.5,31.3,32.8,39.2,47.9,49.2,54.4,32.3,33.2,72.1,-11.7,,,2018
2415,Abilene Christian,Slnd,0,28,16,-10.099999999999994,96.5,106.6,0.2423,50.4,51.4,1.3000000000000007,20.3,-2.3999999999999986,21.6,27.3,29.7,31.5,43.2,51.9,52.3,31.8,33.2,69.8,-11.3,,,2018
2416,IUPUI,Horz,0,28,11,-10.400000000000006,97.6,108.0,0.2375,48.0,54.6,0.6999999999999993,20.5,2.599999999999998,21.2,31.9,29.3,32.9,37.8,45.2,55.6,35.5,35.3,67.3,-13.5,,,2018
2417,Lafayette,Pat,0,30,10,-10.799999999999997,101.4,112.2,0.2368,53.3,52.0,-4.600000000000001,19.3,-6.199999999999999,14.7,21.0,27.2,28.8,26.0,51.4,52.2,37.4,34.4,69.4,-16.8,,,2018
2418,Fairleigh Dickinson,NEC,0,29,13,-11.0,101.7,112.7,0.2334,49.8,51.6,0.10000000000000142,19.2,-4.699999999999999,19.3,30.3,35.0,30.8,35.9,49.3,50.1,33.9,36.0,71.7,-13.1,,,2018
2419,Eastern Kentucky,OVC,0,29,11,-11.100000000000009,101.1,112.2,0.2315,49.8,55.3,0.0,19.1,-4.799999999999997,19.1,27.1,31.9,33.4,35.0,48.2,52.9,35.1,39.8,69.4,-14.3,,,2018
2420,UT Rio Grande Valley,WAC,0,31,15,-10.899999999999991,97.4,108.3,0.2285,44.8,51.5,2.599999999999998,17.8,-2.1000000000000014,20.4,28.2,30.3,41.2,45.5,44.3,49.9,30.5,36.5,75.1,-10.8,,,2018
2421,Nebraska Omaha,Sum,0,29,9,-11.599999999999994,103.0,114.6,0.2275,51.3,55.8,-2.3000000000000007,18.0,-5.800000000000001,15.7,24.9,30.7,27.3,28.2,50.0,54.7,35.8,38.4,71.7,-13.9,,,2018
2422,Morehead St.,OVC,0,27,8,-11.200000000000003,98.0,109.2,0.2243,48.2,55.2,-2.200000000000003,22.1,1.1000000000000014,19.9,31.0,29.9,36.7,40.9,48.5,56.0,31.8,36.0,69.9,-14.7,,,2018
2423,Cleveland St.,Horz,0,34,12,-11.299999999999997,97.9,109.2,0.2234,50.6,53.0,0.6000000000000014,18.9,-10.799999999999997,19.5,22.1,32.9,29.4,31.1,50.4,52.5,34.0,35.9,68.2,-16.7,,,2018
2424,Fordham,A10,0,31,9,-10.800000000000011,94.1,104.9,0.2223,47.9,52.3,2.6000000000000014,18.5,-13.999999999999996,21.1,18.8,32.8,26.9,30.4,52.1,52.1,28.8,35.1,67.2,-14.9,,,2018
2425,New Orleans,Slnd,0,30,16,-11.099999999999994,97.0,108.1,0.2222,48.8,53.2,0.40000000000000213,21.9,1.7000000000000028,22.3,32.6,30.9,41.5,38.3,47.3,51.6,35.6,37.6,67.1,-10.7,,,2018
2426,UC Riverside,BW,0,29,9,-10.700000000000003,92.8,103.5,0.2216,45.1,49.1,-0.6999999999999993,20.0,-5.0,19.3,26.8,31.8,32.4,38.2,44.1,48.5,31.3,33.3,69.5,-16.2,,,2018
2427,McNeese St.,Slnd,0,25,12,-11.799999999999997,99.2,111.0,0.2155,48.8,49.8,-3.8000000000000007,19.0,-3.9999999999999964,15.2,29.3,33.3,32.7,31.5,47.3,48.4,34.6,35.0,71.0,-12.6,,,2018
2428,Tennessee Martin,OVC,0,29,10,-11.299999999999997,94.3,105.6,0.2149,49.8,50.7,-2.6000000000000014,21.6,-3.5,19.0,28.5,32.0,24.1,34.1,50.7,48.9,32.2,35.1,67.4,-15.9,,,2018
2429,San Jose St.,MWC,0,29,4,-11.400000000000006,95.5,106.9,0.213,48.6,53.2,-8.700000000000001,23.6,3.0,14.9,27.8,24.8,34.2,30.8,46.2,53.3,36.2,35.4,68.3,-18.5,,,2018
2430,Sacramento St.,BSky,0,30,7,-11.900000000000006,98.6,110.5,0.2122,49.0,52.7,-0.3999999999999986,17.9,-5.399999999999999,17.5,24.1,29.5,27.8,33.4,47.7,50.9,34.6,37.2,66.9,-18.6,,,2018
2431,Samford,SC,0,30,10,-12.900000000000006,106.5,119.4,0.211,54.4,57.7,-0.40000000000000213,19.1,-10.099999999999998,18.7,24.7,34.8,30.8,28.5,53.3,58.3,37.2,38.0,71.9,-15.3,,,2018
2432,Siena,MAAC,0,32,8,-11.700000000000003,96.1,107.8,0.209,48.2,50.9,-6.1,21.7,2.3999999999999986,15.6,31.4,29.0,36.4,42.1,44.7,50.1,36.7,34.9,67.3,-18.6,,,2018
2433,Little Rock,SB,0,30,7,-11.599999999999994,93.4,105.0,0.2063,47.4,50.8,-1.8000000000000007,21.7,-2.8999999999999986,19.9,28.3,31.2,32.1,40.5,47.3,49.4,31.8,35.1,66.2,-18.0,,,2018
2434,Bethune Cookman,MEAC,0,30,18,-12.300000000000011,98.6,110.9,0.2062,49.5,48.6,-2.6999999999999993,20.3,2.3999999999999986,17.6,32.9,30.5,41.2,38.2,51.0,47.6,31.2,33.6,76.9,-11.4,,,2018
2435,Binghamton,AE,0,29,11,-12.100000000000009,96.1,108.2,0.203,49.7,51.6,-1.3000000000000007,18.3,-0.8000000000000007,17.0,25.9,26.7,30.0,32.4,48.1,48.2,34.8,38.7,67.4,-16.0,,,2018
2436,SIU Edwardsville,OVC,0,30,9,-12.5,98.8,111.3,0.2029,47.8,54.1,-1.8999999999999986,19.4,-0.09999999999999787,17.5,29.3,29.4,33.0,45.9,47.2,53.5,32.4,36.8,70.5,-15.3,,,2018
2437,Dartmouth,Ivy,0,26,7,-12.599999999999994,96.9,109.5,0.1968,51.4,54.4,-1.8999999999999986,20.0,-3.3000000000000007,18.1,23.9,27.2,32.8,25.6,49.7,55.5,36.0,35.1,67.9,-15.4,,,2018
2438,East Carolina,Amer,0,30,10,-12.5,96.2,108.7,0.1968,48.3,51.5,-3.3000000000000007,20.6,-4.699999999999999,17.3,27.8,32.5,28.7,31.1,49.6,50.6,30.5,35.3,70.1,-13.5,,,2018
2439,Youngstown St.,Horz,0,30,8,-13.400000000000006,101.1,114.5,0.1931,47.6,58.7,0.0,19.4,4.800000000000004,19.4,34.7,29.9,28.4,39.8,46.5,57.4,33.2,40.8,72.4,-17.9,,,2018
2440,Central Connecticut,NEC,0,32,14,-12.900000000000006,97.0,109.9,0.1926,51.0,51.2,-5.199999999999999,21.8,2.8000000000000007,16.6,31.1,28.3,32.6,30.1,51.8,48.9,32.9,36.4,65.9,-13.8,,,2018
2441,Sacred Heart,NEC,0,30,10,-12.800000000000011,95.6,108.4,0.1908,48.5,50.9,-6.9,21.5,9.899999999999999,14.6,32.5,22.6,30.0,33.0,50.3,50.9,29.9,33.9,69.6,-16.9,,,2018
2442,Chattanooga,SC,0,31,10,-13.200000000000003,98.3,111.5,0.19,50.1,55.3,-1.4000000000000021,20.6,-1.1999999999999993,19.2,26.6,27.8,34.6,27.9,48.6,55.8,34.8,36.2,66.7,-17.5,,,2018
2443,Marist,MAAC,0,31,6,-13.299999999999997,98.5,111.8,0.1891,52.7,52.6,-6.899999999999999,21.7,-7.199999999999999,14.8,22.6,29.8,35.8,29.8,53.0,50.8,34.9,36.9,70.5,-20.2,,,2018
2444,St. Francis NY,NEC,0,29,13,-13.400000000000006,97.6,111.0,0.1851,48.7,53.2,3.1999999999999993,17.7,-5.699999999999999,20.9,26.2,31.9,30.4,45.1,46.4,54.1,34.6,34.1,70.3,-14.6,,,2018
2445,The Citadel,SC,0,29,11,-13.900000000000006,100.8,114.7,0.1849,49.1,56.8,0.9000000000000021,18.7,-6.300000000000004,19.6,27.4,33.7,32.7,30.4,47.9,57.4,33.4,37.3,78.9,-14.9,,,2018
2446,Kennesaw St.,ASun,0,28,10,-13.600000000000009,98.3,111.9,0.1845,49.4,54.2,-0.3999999999999986,19.2,-4.0,18.8,29.6,33.6,35.0,32.9,47.5,56.8,36.9,32.8,69.5,-14.5,,,2018
2447,Stetson,ASun,0,28,12,-13.5,97.8,111.3,0.1841,48.9,54.6,3.5999999999999996,14.9,-4.300000000000001,18.5,23.2,27.5,25.0,37.0,48.7,53.6,32.9,37.4,71.0,-16.1,,,2018
2448,Western Carolina,SC,0,30,12,-13.099999999999994,95.0,108.1,0.1838,46.8,54.4,-0.6999999999999993,21.7,-3.700000000000003,21.0,29.0,32.7,31.8,36.1,45.3,54.3,33.0,36.3,70.8,-11.7,,,2018
2449,Grambling St.,SWAC,0,30,17,-13.200000000000003,93.2,106.4,0.1789,45.6,49.1,-0.8000000000000007,21.0,1.5,20.2,32.0,30.5,40.7,42.9,44.5,50.0,32.6,31.7,73.0,-10.0,,,2018
2450,Norfolk St.,MEAC,0,30,14,-13.700000000000003,94.6,108.3,0.1732,49.4,50.0,-0.9000000000000021,21.1,1.8000000000000007,20.2,31.6,29.8,31.3,43.1,46.1,47.3,37.0,35.7,70.0,-13.0,,,2018
2451,Charlotte,CUSA,0,28,6,-14.299999999999997,98.7,113.0,0.1727,48.3,54.7,-3.0,20.6,-2.6000000000000014,17.6,26.2,28.8,38.9,31.7,46.5,54.2,34.6,37.1,72.4,-16.9,,,2018
2452,Savannah St.,MEAC,0,30,15,-14.599999999999994,99.7,114.3,0.1709,48.1,56.6,4.199999999999999,16.7,-9.099999999999998,20.9,26.7,35.8,29.3,30.8,51.5,58.0,30.2,36.2,83.4,-9.6,,,2018
2453,Detroit,Horz,0,30,8,-15.100000000000009,101.6,116.7,0.1696,49.1,56.7,-1.0,18.2,-4.399999999999999,17.2,27.0,31.4,31.1,37.5,48.5,54.1,33.3,40.6,73.8,-18.0,,,2018
2454,Loyola MD,Pat,0,30,9,-14.299999999999997,95.7,110.0,0.167,47.8,54.4,-0.1999999999999993,18.9,2.700000000000003,18.7,29.1,26.4,33.3,40.4,48.1,54.0,31.3,36.8,69.7,-17.4,,,2018
2455,American,Pat,0,30,6,-14.599999999999994,96.5,111.1,0.1649,50.7,54.8,0.0,20.4,-7.599999999999998,20.4,23.8,31.4,30.4,40.7,50.7,53.6,33.8,38.3,67.6,-19.0,,,2018
2456,Texas A&M Corpus Chris,Slnd,0,26,11,-14.200000000000003,93.7,107.9,0.1637,48.1,52.3,-1.8000000000000007,23.0,-0.5,21.2,28.8,29.3,37.0,46.1,46.7,51.6,34.4,35.5,69.0,-14.0,,,2018
2457,Jacksonville,ASun,0,29,15,-14.300000000000011,93.6,107.9,0.1636,49.0,51.9,-1.3999999999999986,19.2,-3.8000000000000007,17.8,25.9,29.7,30.0,28.4,48.8,53.3,33.0,33.0,69.7,-13.1,,,2018
2458,North Carolina A&T,MEAC,0,33,20,-15.100000000000009,96.8,111.9,0.1585,51.2,51.5,-1.5,19.5,-0.8000000000000007,18.0,27.8,28.6,37.5,31.5,54.3,52.5,30.3,33.1,70.1,-10.3,,,2018
2459,North Carolina Central,MEAC,0,32,19,-15.299999999999997,95.0,110.3,0.1522,50.4,48.5,-4.0,20.8,3.1999999999999993,16.8,32.9,29.7,30.3,34.3,51.3,48.1,32.3,32.8,66.4,-12.0,16.0,R68,2018
2460,Cal St. Northridge,BW,0,28,6,-15.900000000000006,97.3,113.2,0.1498,47.7,52.6,-1.9000000000000021,18.3,-9.400000000000002,16.4,23.3,32.7,28.3,32.8,45.9,51.7,34.7,36.3,67.0,-19.3,,,2018
2461,Houston Baptist,Slnd,0,28,6,-16.200000000000003,99.2,115.4,0.1491,46.0,56.1,0.0,18.8,2.8000000000000007,18.8,34.0,31.2,35.5,38.6,44.4,54.2,32.8,39.7,74.6,-18.9,,,2018
2462,Morgan St.,MEAC,0,30,13,-15.799999999999997,95.4,111.2,0.1467,45.6,51.9,1.8000000000000007,18.7,2.8000000000000007,20.5,33.5,30.7,39.3,41.7,44.8,51.9,32.0,34.6,70.0,-15.8,,,2018
2463,Southern,SWAC,0,31,15,-15.900000000000006,93.5,109.4,0.1415,44.3,48.8,-1.9000000000000021,19.3,2.799999999999997,17.4,32.9,30.1,41.5,37.6,42.3,47.1,33.2,34.5,69.1,-13.3,,,2018
2464,USC Upstate,ASun,0,28,7,-17.900000000000006,105.1,123.0,0.1413,50.1,59.5,-1.1000000000000014,16.1,-3.8000000000000007,15.0,27.0,30.8,21.6,36.1,49.3,56.7,34.1,43.1,70.1,-19.5,,,2018
2465,Maine,AE,0,30,6,-16.200000000000003,91.0,107.2,0.1328,46.0,51.4,-3.6999999999999993,21.8,-5.199999999999999,18.1,25.5,30.7,29.2,36.7,47.1,51.3,29.6,34.4,72.2,-20.2,,,2018
2466,Cal Poly,BW,0,29,9,-17.299999999999997,96.3,113.6,0.1296,46.6,53.2,-1.0999999999999979,17.4,-4.900000000000002,16.3,24.7,29.6,26.7,34.6,41.5,49.8,35.8,40.1,67.4,-16.8,,,2018
2467,Northern Arizona,BSky,0,30,5,-16.700000000000003,92.2,108.9,0.1295,44.9,55.3,-3.0,22.0,-2.5,19.0,27.0,29.5,42.6,37.0,44.5,52.6,30.5,39.4,70.2,-19.2,,,2018
2468,Arkansas Pine Bluff,SWAC,0,35,14,-17.5,92.7,110.2,0.1208,49.6,49.2,2.099999999999998,20.6,-14.399999999999999,22.7,23.4,37.8,36.6,44.7,49.7,49.1,32.9,32.9,68.8,-16.3,,,2018
2469,Presbyterian,BSth,0,29,11,-18.799999999999997,96.5,115.3,0.1144,49.0,55.3,-1.0,18.8,-5.100000000000001,17.8,24.9,30.0,28.0,29.3,46.8,55.5,34.6,36.7,64.6,-16.2,,,2018
2470,VMI,SC,0,28,9,-17.400000000000006,89.3,106.7,0.114,45.7,52.1,-2.599999999999998,21.4,-4.900000000000002,18.8,25.4,30.3,27.7,34.2,43.7,52.1,32.3,34.6,70.1,-15.8,,,2018
2471,Incarnate Word,Slnd,0,24,7,-19.400000000000006,94.5,113.9,0.1047,47.6,52.5,-5.5,23.2,-8.5,17.7,26.9,35.4,41.1,33.8,45.4,50.6,34.6,37.6,70.6,-16.5,,,2018
2472,Alcorn St.,SWAC,0,28,11,-20.0,94.4,114.4,0.0992,48.3,52.1,-2.900000000000002,20.8,-6.0,17.9,27.1,33.1,33.7,40.1,47.8,50.4,32.7,36.3,69.2,-16.4,,,2018
2473,Jackson St.,SWAC,0,30,12,-19.0,89.2,108.2,0.0977,43.0,51.8,4.099999999999998,17.3,-1.0,21.4,30.7,31.7,24.9,46.6,39.3,51.5,32.8,34.9,64.9,-16.0,,,2018
2474,Howard,MEAC,0,31,10,-21.0,98.4,119.4,0.0976,48.8,53.4,0.8000000000000007,18.0,-6.0,18.8,28.9,34.9,34.5,38.3,46.7,53.7,34.9,35.3,71.4,-18.6,,,2018
2475,Bryant,NEC,0,31,3,-21.5,98.3,119.8,0.0936,47.9,57.6,-0.3000000000000007,18.2,-7.900000000000002,17.9,26.2,34.1,27.8,33.0,45.5,55.4,34.4,40.5,71.3,-23.0,,,2018
2476,Longwood,BSth,0,30,7,-19.799999999999997,89.4,109.2,0.0911,46.3,52.4,-5.399999999999999,23.0,-7.800000000000001,17.6,22.7,30.5,35.3,34.2,45.8,53.2,31.5,34.1,70.3,-21.2,,,2018
2477,Alabama St.,SWAC,0,31,8,-21.60000000000001,94.3,115.9,0.0858,46.5,51.9,-1.5999999999999979,19.9,-2.8000000000000043,18.3,31.9,34.7,35.2,46.6,45.2,49.4,32.8,37.7,70.2,-18.2,,,2018
2478,South Carolina St.,MEAC,0,30,10,-23.10000000000001,96.1,119.2,0.0779,46.7,56.5,0.3999999999999986,18.5,-3.3999999999999986,18.9,29.4,32.8,35.9,33.6,45.7,57.8,32.7,36.3,71.9,-17.3,,,2018
